UserId,Skills,YearsOfExperience,EnglishLevel,UsersPosition
663051,"android, javascript, digital, asp, xamarin, accounting, android api, reactivex (rxjava, rxphp, rxswift), delphi for ios, .net compact framework, asp.net ajax control toolkit, .net",8,3,Software Developer
603916,"maya, adobe illustrator, adobe indesign, mac os, webdesign, digital illustration, adobe flash, advertising, adobe marketing cloud, computer maintenance, nprinting, oracle retail, corel draw, photoshop, architectural patterns",9,0,Graphic Designer and Marketing Assistant
533366,"social media, seo, marketing, ux, digital marketing, copywriting, online advertising, digital media, internet marketing, e-mail marketing, digital marketing strategies, product launch: planning and execution, facebook marketing, content marketing, inbound marketing, marketing communications, strategic planning, marketing strategy, marketing analytics, lead generation, ppc, powerpoint, blogging, email marketing, advertising planning, photoshop",7,4,Digital Marketing Strategist 
676919,"javascript, bootstrap, node.js, mongodb, prototype, educational instructor, teaching, mongoose, translator, redux, d3.js, jquery",5,4,Fullstack web developer
676279,"scrum, python, c for microcontroller, agile methodologies, leadership, startups, machine learning, matlab, assembly, operating systems, microsoft project, product management, energy, linux, aws",11,3,Django  Machine Learning  Python Developer 
638430,"jsf, node.js, spring mvc, react.js, spring boot, rest api, java",2,3,Eder_Java_Developer
656848,"sql, javascript, python, c++, postgresql, node.js, scala, docker, Big Data, data science, vue.js, my sql, go lang, continuous integration, typescript, elasticsearch, heroku, machine learning, spark, spark-sql, ethereum, blockchain technologies, digital ocean, nlp, nosql databases, bdd - behavior-driven development, cryptography and network security, dart, graphql, php, git",9,0,"Softare Developer , BlockChain, DataScience, Big D"
679178,"ruby on rails, javascript, html, postgresql, research, css, agile methodologies, problem solving, communication, team player, test-driven development (tdd), git",2,4,Software Developer
660062,"adobe illustrator, adobe indesign, google apps, ux, art direction, advertising, photoshop",17,0,Advertising - Graphic Designer
670643,"tdd, sql, sql server, scrum, javascript, laravel, html, postgresql, node.js, apache, agile, docker, react.js, kanban, rest api, vue.js, mysql, sonar, webpack, unit testing, okr, jenkins - basic, angular, php, java, git",5,3,PHP Software Engineering
637882,"android, tdd, sql, ruby on rails, scrum, javascript, laravel, html5, postgresql, hibernate, ireport, css3, oop, apache, tomcat, web services, docker, oracle db, rest api, my sql, ubuntu server, jasper reports, linux, backend development, php, java, jquery, git, ruby",10,3,Software Engineer
636449,"android, html5, web development, react.js, gulp, Big Data, microservices, angular, java",14,0,Software Architect/Developer
671109,"android, sql, sql server, scrum, javascript, c++, mvc, html5, bootstrap, web development, visual basic, itil, visual studio, apache, software development, iis, oracle db, programming, databases, my sql, front end, tfs, support, oracle reports, dapper, c#, glass fish, reports, tortoise, people management, web applications, backend development, java",12,2,Systems Analyst
680269,"sql server, c#, xamarin forms, mvc 4 & 5, ASP.Net Core, jquery, .net core, flutter",4,3,Software Developer
663115,"erp, product launch: planning and execution",15,2,"Quality Manager in ""Conglome Industries Limited, L"
641950,"android, javascript, python, laravel, c++, html5, bootstrap, css3, node.js, mongodb, vue.js, my sql, typescript, express.js, linux, angular, php, java, jquery, .net",1,0,Mobile/Web Developer
662130,"python, machine learning, backend development, tensorflow, google cloud, nodes, nodes",11,3,Senior Software Engineer
639234,"wordpress, html5, bootstrap, branding, css3, after effects, ilustrator, front end, logo design, branding & identity, photoshop",14,0,Brand and Digital Designer
660263,"sql, javascript, microsoft office, pl/sql, crystal reports, oracle db, angular, java, .net, .net core",6,0,Full stack developer
653765,"android, c++, objective-c, php, java",7,3,"Software Developer, Teacher, Researcher"
653999,"sql, sql server, javascript, unity, spring, english, testing, html5, json, postgresql, hibernate, ireport, css3, node.js, web services, maven, docker, jira, jenkins, devops, oracle db, spring boot, rest api, sql and oracle pl/sql developer, my sql, selenium, typescript, gitlab, spanish, cloud computing, security+, unit testing, backend development, relational database, angular, java, git",17,3,Java Specialist Developer
603609,"ruby on rails, javascript, postgresql, crm, node.js, marketing, data analysis, react.js, digital marketing, Big Data, entrepreneurship, storytelling, e-commerce, mobile devices, leadership, market research, management, strategic planning, rabbit mq, public speaking, project planning, blogging, business planning, email marketing, business development, business strategy, russian, php, java",4,4,CEO
678220,"android, sql server, javascript, html5, node.js, web api, react.js, rest api, django, front end, ASP.Net MVC, typescript, ariba cloud integration, archlinux, coding and modularization, web application security, continuos deployment, entity framework, 70-461 - querying microsoft sql server, c#, mvc 4 & 5, ASP.Net Core, unit testing, computer maintenance, django rest, web applications, dart, photoshop, database acces, mobile application development, web application testing, angular, php, jquery, .net, react native",9,0,Full-Stack Developer
654547,"javascript, mongodb, actionscript 3, grails, nginx, adobe flash, redis, perl, continuos deployment, windows drivers, android api, h264 encoding, django rest, php",7,0,Full stack developer with 9 years of experience.
678224,"c++, wpf, node.js, programming, c#, tsql, .net",1,0,Junior Programmer
678373,"pmp, cisco certified networking associate, credit recovery, primavera, training & mentoring",19,0,Secretary
641000,"android, javascript, jsp, css3, play framework, react.js, gulp, my sql, centos, cpanel, ssh, ajax, eclipse, php, java, jquery, git",10,3,"Full-stack developer, doing my best everyday"
642187,java,0,1,Ti
668692,"sql server, postgresql, web api, rabbit mq, activemq, entity framework, c#, ASP.Net Core, swagger, java, .net",8,0,Full Stack Developer
553591,"sql server, javascript, html, css, web services, xamarin, mysql, machine learning, c#, xamarin forms, mvc 4 & 5, tsql, bot framework, .net",6,3,Looking for new and exciting challenges
680987,"google adwords, mba, accounting, corporate finance, it operations, payments, managing budgets, training & mentoring",10,0,supervisor
681520,"python, research, data science, data mining, finance, pandas, tensorflow",2,0,Data Scientist 
659206,"android, sql, ruby on rails, javascript, uml, html5, json, postgresql, node.js, xml, agile methodologies, windows phone, sqlite, prolog, angular, php, java, jquery",4,0,Oracle Senior Developer
648229,"sql, scrum, javascript, python, spring, html5, bootstrap, css3, docker, jenkins, devops, go lang, redis, elasticsearch, cassandra, rabbit mq, graylog, kafka, extreme programming, kubernetes, linux, network protocols, elk stack, java, jquery, git, aws, terraform, artifactory, prometheus, statsd, graphite, grafana, new relic, elastic stack, rabbitmq",8,4,Senior Software Engineer
673189,"sql server, python, c++, postgresql, windows, visual basic, shell script, my sql, data mining, artificial intelligence, c#, fortran, access, experience in batch process, linux, smart cities, microsft skills, java",13,0,Computer Engineer
667190,"scrum, python, bitbucket, apache, docker, ansible, jira, bash script, jenkins, firewall, xen, vmware, debian, kvm, virtualization, san, agile methodologies, mariadb, nginx, centos, storage, chef, data center, cpanel, red hat, confluence, postfix, glusterfs, high availability, plesk, kubernetes, linux, ci/cd automation, System Administration, git, aws, ruby",8,3,DevOps Infrastructure Engineer
645060,"less, itil, firewall, network security, virtualization, wan, networking hardwares, business intelligence, data center, management, technical skills, operating systems, project planning, troubleshooting, it service management, technical support, project management",11,3,IT Service Delivery Manager/E2E Ops & Gov Leader
665989,"android, json, ux, user interface, mvvm, kotlin, rxandroid, retrofit, unit testing, dagger, linux, mobile application development, angular, java, git",4,3,Software Engineer
640068,"python, c, html5, postgresql, xml, sqlite, java",5,0,Undergraduate researcher
666976,"sql server, json, netbeans, visual basic, asp, oracle db, java se, rest api, tfs, java server pages, enterprise architecture, c#, ASP.Net Core, linq, sql query, asp.net ajax control toolkit, eclipse, angular, java, jquery, .net, vb.net, .net core",12,2,Developer
652643,"javascript, python, html5, postgresql, django",9,0,https://www.linkedin.com/in/davidlso
679016,"sql, javascript, c, c++, html5, css3, photoshop, php, java",7,4,Software Developer
670326,"sql, scrum, javascript, uml, mvc, json, postgresql, jsf, hibernate, jpa, web development, design patterns, xml, oop, junit, apache, tomcat, web services, servlets, maven, software development, subversion, agile, agile methodologies, rest api, nginx, e-commerce, continuous integration, open source, ant, object oriented design, ajax, linux, eclipse, java, jquery, git",10,2,Software Architect
583593,"azure, scrum, python, active directory, agile, docker, devops, network security, vmware, kanban, hyper-v, microsoft exchange, itil v3 foundation, networking hardwares, hyper-v, system center, office 365, powershell, dynamics crm, microsoft certified system administrator, microsoft certified system engineer, cisco certified networking associate, vbscript, high availability, configuration management, cyber security, mdm, microsoft active directory, network administration, continuous delivery, kubernetes, aws",18,3,Senior System Administrator
662291,"javascript, spring, json, postgresql, jsp, hibernate, soap, xml, lamp, spring mvc, junit, j2ee, apache, struts, j2se, docker, jira, bash script, jenkins, devops, 3d studio max html5, memcached, databases, ASP.Net MVC, google adwords, ariba cloud integration, jstl, xsl, archlinux, nosql, red hat, telecommunication, bemcss, android api, gradle, apache tomcat, ipython, apple human interface guidelines, adianti, computer maintenance, experience with middleware pi, jsp and servlets, apache maven, ajax, j2me, http, adobe media encoder, security solutions, training & mentoring, jquery, aws, .net",14,3,Software Engineer
